"sentiment","text"
"0","bohong kalau saya bilang kata kata anda gak berpengaruh ke saya sindiran anda ngena pas banget malah tapi ya gimana waktu bebas saya lebih terbatas saya ada dua adik yg harus dibantu sekolah online satu kakak supermalas yg merepotkan dan orangtua pekerja yg harus dibantu "
"0","giliran sekolah offline jadi online tapi tempat wisatanya di buka pemerintah nanti waktu catatan kasusnya ngelonjak lagi yang disalahin warganya dengan alasan tidak taat anjuran pemerintah lantas anjuran yang mana anjuran berwisata mindblowing gak tuh bray "
"0","jika sekolah bukan tempat untuk tidur maka rumah bukan tempat untuk sekolah online hiya hiya"
"0"," gw sedih banget liat berita orangtua yang terpaksa minjem atau bahkan mencuri hp untuk anaknya sekolah online yang kaya gini harusnya bisa dapet bantuan lebih "
"0","sebagai siswa aku emang gk seharusny ngomong kayak gini tapi aku beneran cape online class aku enggak cocok sama cara belajar kayak gini pliss temen kasih aku tips biar sekolah daring jadi enggak kyk beban buat aku plis "
"0","sumpah waktu istirahat aku cuma sebentar banget subuh jam bantuin mama jam jam sekolah online jam jam ngerjain tugas yang numpuk jam jam bantuin mama masak kalo sama dihitung sama nyetrika baju tambah sedikit istirahatnya "
"0","cari uang susah pengeluaran beambah makan kuota uang lebih kepake buat beli makan ga sih daripada beli kuota untuk sekolah online "
"0"," ihh yang diprotes tuh wacana sekolah online mau diperpanjang dipermanenkan kalo karna covid sih ya iyalah bener hadehh "
"1","orang tua yg sudah mulai lelah akibat dampak dari virus ini yaitu anak mereka yg merasa tak ada keefektifan dari sekolah online yang mereka rasakan anaknya malah hanya begadang dan menjadi malas an perekonomian yg sulit ditaker dan jalinan silaturahmi menjadi mengikis "
"1"," pihak yang kontra mereka juga punya alasan mereka memiliki keterbatasan dalam melaksanakan sekolah online ini sedangkan mereka sangat ingin untuk belajar dan ada juga yang beralasan bahwa siswa akan menjadi lebih terbentuk disekolah alasan ini juga benar karna"
"0","asli ya online school ini jaauuuh lebih capek dari sekolah biasa sih "
"0","kalo kamu membawa sekolah online ini dengan kalimat semakin gak masukkk nilai ku jeblok "
"0","kita bukan mengarah ke disiplinya kalian dalam cek and cek atau absensi tapi sekolah online daring zoom gc sistem ini hanya perantara untuk pengiriman tugas dan cek and cek "
"0"," mereka ga mau tau dan ga mau denger yang penting bisa ke sekolah dan kumpul lagi sama temen te "
"0"," kata sekolah online bikin pusing gamasuk buang buang kuota dan lainya "
"0","kenapa ya semenjak online school dapet tugas aja berasa berat trus kepikiran akhirnya jadi beban dulu pas di sekolah ditanyain sudah ngerjain tugas jawabnya lho emang ada tugas "
"0","baru hari ini ngerasa cape sekolah online kapan kita bisa sekolah offline pak saya rindu tidur di kelas "
"0","mau online mau di sekolah kalo dasarnya lo emang males ya males aja gak akan maju gak akan mau belajar gausah nyalahin metode pembelajarannya apalagi anak yang udah gede smp sma kuliah kek lebih pada paham harusnya jangan cuma nyalah nyalahin doang "
"0"," sama kak ibu gua juga gt riweh nya minta ampun udh mana sekolah online nya berkelompok di rumah aku trs ibuku jg yg ngajarin ade aku sama temen nya sampe kerja nya tiap hari telat mulu demi ngajarin ade aku sekolah online"
"0","gue sekolah online cmn hritpi gak enak bgt sumpah hri lngsung semua mapel yg dipelajarinmana mapel pasti ada aja tugas "
"0","gua ngasih tau pw wifi ke tetangga biar buat pada sekolah online malah dipake ngegame dong anjir tiap gua balik kerja pada nongkrong depan pager bocah rame bener "
"0","muak gue lama sama sekolah online yg punya jabatan gabisa liat yg di bawah "
"0"," jarang bgt jbjb in kalo pas ga mood bgt gitu kakklagi sibuk nya sekolah onlinemumetbanyak bgt tugas "
"0","sekolah tatap muka kena covid antivirus blom ada online biaya kuota print fotokopi ngalah in uang spp sebulan malah ada yg jual ayam jual apa aja demi punya hp android negeri mumet "
"0","sekolah online sama aja kek sekolah offline guru kek ga punya hati ngasih catatan bejibun "
"0","sekolah online tidak efektif jelas tapi lihat jadinya kalau ttp maksa ngumpulin banyak org dlm satu lokasi ruangan terlebih pemahaman anak belum seteib org dewasa org dewasa aja masih banyak yg bandel apa lg bocil "
